Review Text,Date,Star Rating,Total Films Reviewed,Reviews This Year,Following,Followers
"for anyone who loved the proposal, 27 dresses, how to lose a guy in 10 days, set it up...they made this for us. we are SO BACK",19 Jan 2024,9,639,8,60,2845
The plot: Lover's quarrel,10 Feb 2024,7,571,21,1177,1177
مفيش لا تمثيل ولا قصة ولا سيناريو ومشاهد مليانة كرينج تقولي ازاي عجبك الفيلم واستمتعت بيه هقولك ماعرفش,09 Feb 2024,7,4543,82,1213,4543
you're all allergic to fun,31 Jan 2024,8,1306,27,530,1306
came for what all straight men come for…glen powells ass🍑🦘🇦🇺surprisingly good rom com!,27 Jan 2024,8,854,28,551,0
"Super fun rom-com, no complaints. Salute to the music department on this one.... Not only did they use the banger that is ""Unwritten"" by Natasha Bedingfield as a plot device, they also had ""The Spins"" by Mac Miller open the movie up. Excellent.In my opinion, the reason a rom-com like this works a little better than say aTicket to Paradiseis the cast. Not that Sydney Sweeney or Glen Powell are better actors than Julia Roberts or George…",25 Dec 2023,8,1095,33,4798,1095
"we're all just looking for someone to sing our serenity song with.forget serenity songs for a second, though, because this might be my new serenity MOVIE.",23 Dec 2023,8,1394,52,528,1394
what a nice rewatch,23 Jan 2024,7,4470,103,6786,4470
"i don't think i've been this perplexed by a movie sinceTHE ONLY GAME IN TOWNleft me in mental shambles like three and a half years ago. so much going on here and i can't pin down what my take is so i will present some options:1. this movie is genuine parody, intentional from minute one, leaning into the whole ~it's just shakespeare but we're doing it contrived because a lot of shakespeare plots are contrived or are…",22 Dec 2023,5,4386,87,185,4386
Don’t care what anyone says about this movie. There’s a koala in this one and he looks fly as hell. Glenn is awesome and Syndney (Australia) is stunning. Sydney (Sweeney) is great too,19 Dec 2023,8,1053,38,1412,1053
"“Here’s much to do with hate, but more with love”eu não sei dizer em quem eu babei maisadorei ver o Ben e a Bea indo do ódio ao amor, ainda mais com a química que eles têmAnyone But You é clichê e bobo como qualquer outra romcom, mas era exatamente isso o que eu queriase filmes como esse voltassem a ser produzidos, eu seria extremamente felizfiquei meses esperando para assistir e com certeza valeu a pena, acertaram demaiseu vejo o Glen e a Sydney como figuras paternas, queria muito que eles namorassem na vida real",12 Feb 2024,9,232,34,378,0
It obviously doesn't hold a candle to the glorious era of classic lit/Shakespeare modern au rom-com of the 90's BUT it's still a Shakespeare modern au and we need to BRING THEM BACK and this is a good enough start. Thought Sidney Sweeney was a bit stiff at times but she's good enough and Glen Powell has been growing on me ever since his groundbreaking debut in Spy Kids 3oh and always nice to see some 90's rom com legends such as Rachel Griffiths and Dermot Mulroney as the parents <3,11 Feb 2024,6,2484,12,99,2484
"Since Valentine's Day is coming up, so I'm watching rom-coms because I’m single and I need to numb the pain of all the cute couples who are going to be together on valentines day😃. Anyways I've been meaning to watch this for a while I just wanted to wait till it was streaming. And though it doesn't compare to 2000's rom-coms, I still liked it. I'm shocked that Glen and Sydney actually have more chemistry in real life than they…",09 Feb 2024,8,476,62,966,0
they had a grilled cheese before fucking,24 Dec 2023,5,726,5,1617,1617
SUCH A FUN DATE MOVIE😄 (i was alone giggling at glen powell),11 Feb 2024,6,752,60,132,0
"Came for my wife Sydney Sweeney and “F-Boy”Chad Radwell ,but ended up staying for them serving one of the best Rom-Coms for the history books",29 Dec 2023,9,771,19,4985,4985
this movie WISHES it was me and my friends dancing in the rain to unwritten by natasha bedingfield,11 Dec 2023,5,114,9,43,0
easy breezy martin scorseezy,22 Dec 2023,8,288,18,10536,10536
Grilled Cheese as Romantic Gesture Cinema,18 Dec 2023,3,2901,17,208,2901
"Good to know that (lazy/witless/sterile) romcoms are alive and well. Anything But This, please.",11 Feb 2024,7,5923,61,209,5923
Hell yeah let's bring back musical numbers at the end of every romcom,11 Feb 2024,6,2630,52,718,2630
-almost skipped this movie because they both looked blonde in the thumbnail. i am urging all rom-com creators to include at least one dark brunette lead please i need something to work with-never want to tremble before a Linkedin jumpscare ever again good lord what happened to the lost art of creating fake websites-the old man’s delivery of “what the fawccc” in the plane singlehandedly saved thisso dumb yet kinda good?! both equally amused and annoyed 🤔,10 Feb 2024,6,667,58,328,0
"I physically cringed at times,Anyone But Youtakes every cliche/stereotype from every romance film ever and makes it as bad as they already were, The two main characters fromTop GunandEuphoriadeserved better than this shit and the dad fromScream 6(forgot all their names) this was okay sometimes funny in a cringey way but yeah. Sydney Sweeney was so fine in this. I did love the fact they included bloopers!#bringbackbloopers2023 Ranked",07 Jan 2024,6,1087,95,1880,1087
"Im so obsessed with this movie, it was so goood! Fun, silly, loveable characters, amazing soundtrack. Romcoms needed this one so bad.",09 Feb 2024,8,1599,100,423,1599
ROMCOMS ARE SO BACK.,26 Jan 2024,9,314,40,1020,1020
Figured this could go one of two ways.One: the film leans into the comedy of “Much Ado About Nothing” and dials the “we’re an adaptation” energy up to 12. Over the top across the board in the most delightfully earnest of ways.Two: the film uses “Much Ado About Nothing” as merely a skeleton to build something entirely new and modern on. Familiar nods appear but it’s otherwise its own thing.Turns out there was a secret third option…,03 Jan 2024,5,3666,55,546,3666
"I'm not a fan of cliché films, but I liked the final scenes of them singing ""Unwritten"" by Natasha Bedingfield. Glen Powell and Sydney Sweeney were the real reasons I followed the plot, they are so beautiful and hot!Não sou fã de filmes clichês,mas gostei das cenas finais deles cantando ""Unwritten"" da Natasha Bedingfield. Glen Powell e Sydney Sweeney foram os motivos reais de eu ter acompanhado a trama,lindos e gostosos demais!",09 Feb 2024,6,76,53,1363,2083
"2.5⭐- ""Ben: It was fun.Bea: Stupid, but fun.Ben: Well, that's the best kind.""The above quotes from ""Ben (Glen) and Bea (Sydney)"" perfectly sums up this movie. It was a stupid movie with a shit story and a good cast, but the characters weren't well written. Glen and Sydney were a great and hot pair, and the ending was okay but also nice at the same time. Though it was a stupid movie with many shitty and okish things, it was still fun!",09 Feb 2024,5,1284,45,906,1284
you can’t play “unwritten” three times and not have a good time,06 Feb 2024,6,1904,52,943,1904
"I fucking loved this!!!Please make more films like this for the cinema. I had an absolute blast watching this. I’m a bit soppy when it comes to love story’s and these films just hit a certain spot. Glenn Powell and Sydney sweeney were an absolute dynamic duo in this film, there chemistry went so well together i could feel the tension between them.A lot of people were calling this film before its release and having issues with the…",03 Feb 2024,8,3165,116,326,3165
Craziest marketing for a movie I have seen in a while. (Maybe an exaggeration but they took it a little too far lol),30 Dec 2023,4,926,19,6337,6337
Was going to be nice and give it a 2 star but the more I thought about it the more I got annoyed at something in the movie…Sydney Sweeney very talented for streaming services shows…she could be such a HBO/apple series favourite but someone is telling her to do theatrical releases with shitty movies and she won’t thrive until she gets into that drama series bag.Glen Powell…not addressing that 🙏🏿,22 Dec 2023,3,88,3,44,0
"I think ""Anyone But You"" is perfect for fans of cheesy 2000s rom-coms.While the plot isn't the most overtly romantic, it's really fun and hilarious to see how their fake relationship works. The writing is surprisingly clever for a rom-com as if they truly understand the formula for an enjoyable one. The two leads, Sydney Sweeney and Glen Powell, are both hilarious and attractive, and their chemistry is excellent. Their ""hotness scene"" is fire. Among many great scenes, the airplane sequence tops my list as the funniest one.Overall, this film works fine as a modern rom-com.",28 Dec 2023,8,1749,54,1734,1749
Huge day for people longing to see Dermot Mulroney dive into a pool singing Natasha Bedingfield,21 Dec 2023,6,2310,25,259,2310
eu faria qualquer coisa só para ter a oportunidade de dar um tapa na bunda do glen powell,09 Feb 2024,7,836,63,897,0
"Indeed, it's a good movie to kick back and relax. I would be lying if I said I didn't enjoy it, especially with the one and only Sydney Sweeney in it; you could watch this all day. But it's not quite emotionally there. I watched ""When Harry Met Sally"" yesterday and this today, both rom coms. If I were to compare them, this one doesn't even come close to the level of emotional connection in ""When Harry Met Sally"". I'm…",09 Feb 2024,6,328,67,620,0
"better than the promo lead me to believe but still not fully there for me.i do think it succeeded at its goal, which was to modernize and revitalize the theatrical romcom formula. i think it feels very definitively 2020s, which i enjoy for the most part.i never really bought into the entire storyline, i don’t think the script fully translated as a retelling. like the catalyst of why they hate each other, their banter throughout, i never really…",08 Jan 2024,6,1055,35,465,1055
There are worse movies,12 Feb 2024,5,1032,71,332,1032
"If not for a surprisingly romantic scene in the middle of this movie, I'd have slapped a lower rating on this review. But that moment in sight of the Sydney Opera House and the character driven moments while hanging in mid air are surprisingly romantic and kind of wonderful. Doesn't save the movie from its own generic self, but it helped.Anyone But You is about a couple who hate each other who - get this - pretend they are…",27 Dec 2023,5,8512,84,425,8512
"I’ll tell you one thing the ppl on this poster are gonna do, they are gonna cross their arms",27 Dec 2023,5,1687,74,1295,1687
sydney trip in 2 weeks who’s doing an anyone but you sight seeing tour,12 Feb 2024,9,4426,43,454,4426
"watched this again, this time with my sister. she saw glen powell and was like ""wait is that the capybara guy""",08 Feb 2024,9,639,8,60,2845
como eu amo um enimes to lovers,28 Jan 2024,7,629,70,905,0
"La bisexualidad esta más validada que nunca con películas como esta. Cuando una película carga tanto drama detrás de la producción es normal asumir lo peor. Sin embargo, después de ver la química ardiente entre los protagonistas podemos entender por qué hubo tanto drama amoroso.Anyone But You es una comedia romántica de esas que sientes que ya no hacen. Es divertida, emocional y romántica; elementos simples pero poderosos en este género. Los momentos de cambios tonales están tan bien…",16 Jan 2024,8,148,10,18,2256
